Title,Rank,Artist,URL,Trend,Streams,Streams increase since last release,Weeks in top 200,Consecutive weeks in top 200,Best rank,Prior rank,Rank change,Up or down,Song rank in next top 200 release,Streams in next release,In next release
Champagne Poetry,25,Drake,https://open.spotify.com/track/2HSmyk2qMN8WQjuGhaQgCk,MOVE_DOWN,"620,188","32,234",18,18,2,24,1,-1,24,595728,1
Save Your Tears (with Ariana Grande) (Remix),61,The Weeknd,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy,MOVE_UP,"359,438","16,494",151,151,2,62,-1,1,58,367531,1
V12 (feat. Lil Uzi Vert),73,iann dior,https://open.spotify.com/track/4ZUNw5tDBZTOqzPEVIYyOy,MOVE_UP,"323,770","41,447",4,4,51,93,-20,1,101,295046,1
20 Min,105,Lil Uzi Vert,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,MOVE_UP,"281,319","14,410",566,269,83,106,-1,1,106,287536,1
Come & Go (with Marshmello),107,Juice WRLD,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,MOVE_DOWN,"277,074","-5,045",410,410,5,94,13,-1,112,279452,1
Praise God,117,Kanye West,https://open.spotify.com/track/0Zm7NKJgoKY6ZWwtoEUILK,MOVE_UP,"265,145","22,281",23,23,6,128,-11,1,121,267072,1
Happier Than Ever - Edit,124,Billie Eilish,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo,MOVE_UP,"259,053","30,675",13,13,90,148,-24,1,120,268478,1
WITHOUT YOU,152,The Kid LAROI,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,MOVE_DOWN,"237,196","10,365",312,296,6,150,2,-1,153,239309,1
Someone You Loved,153,Lewis Capaldi,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,MOVE_UP,"237,013","26,083",854,9,5,172,-19,1,150,242313,1
Tongue Tied,174,Grouplove,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,MOVE_DOWN,"220,946","7,276",495,10,100,166,8,-1,172,224780,1
Over The Top (feat. Drake),192,Smiley,https://open.spotify.com/track/3yaYgjEFkRw3PVjW9mV1TO,NEW_ENTRY,"213,149","113,149",59,1,16,201,-9,1,189,219085,1
Woman,16,Doja Cat,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,SAME_POSITION,"746,170","-5,946",89,89,12,16,0,0,16,746164,1
RAPSTAR,38,Polo G,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg,MOVE_UP,"476,449","9,244",103,103,3,42,-4,1,35,481941,1
Leave The Door Open,72,"Bruno Mars, Anderson .Paak, Silk Sonic",https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,MOVE_UP,"327,254","4,592",201,201,2,74,-2,1,76,323590,1
Cold Heart - PNAU Remix,76,"Elton John, Dua Lipa",https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz,MOVE_UP,"320,279","15,104",31,16,66,90,-14,1,78,322881,1
Tell Em,79,"Cochise, $NOT",https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8,SAME_POSITION,"319,490","4,584",117,117,26,79,0,0,71,328320,1
Jail,102,Kanye West,https://open.spotify.com/track/42ZrMq4BKsWDrrbMnMRYaK,MOVE_DOWN,"294,546","-7,138",24,24,1,94,8,-1,107,288820,1
20 Min,106,Lil Uzi Vert,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,MOVE_DOWN,"287,536","6,217",567,270,83,105,1,-1,99,294925,1
Heather,139,Conan Gray,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,MOVE_DOWN,"252,999","3,159",437,10,8,138,1,-1,128,262598,1
WITHOUT YOU,153,The Kid LAROI,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,MOVE_DOWN,"239,309","2,113",313,297,6,152,1,-1,156,241689,1
p r i d e . i s . t h e . d e v i l (with Lil Baby),159,J. Cole,https://open.spotify.com/track/5W8jRrZ6tWrTrqnKRtIQBf,MOVE_UP,"235,586","6,329",131,131,2,162,-3,1,146,248706,1
Chasing After You (with Maren Morris),180,Ryan Hurd,https://open.spotify.com/track/1ZIKpMTRPqhwAoVXWY3tXI,MOVE_DOWN,"222,592","3,697",95,9,103,176,4,-1,172,226065,1
traitor,23,Olivia Rodrigo,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,MOVE_UP,"596,615","6,205",125,125,3,26,-3,1,21,596035,1
Yonaguni,66,Bad Bunny,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS,MOVE_UP,"346,197","10,572",111,111,3,70,-4,1,59,349108,1
N 2 Deep,67,"Drake, Future",https://open.spotify.com/track/34D6FJysnQioVingDKufuf,MOVE_DOWN,"343,627","-8,466",20,20,10,64,3,-1,66,336487,1
Tell Em,71,"Cochise, $NOT",https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8,MOVE_UP,"328,320","8,830",118,118,26,79,-8,1,68,332622,1
"jealousy, jealousy",87,Olivia Rodrigo,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk,MOVE_UP,"313,817","1,998",125,125,9,88,-1,1,86,313587,1
Volví,97,"Aventura, Bad Bunny",https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi,MOVE_UP,"298,531","2,863",51,51,5,100,-3,1,90,306949,1
In Da Getto,132,"J Balvin, Skrillex",https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn,MOVE_DOWN,"260,887","-1,272",13,13,69,126,6,-1,132,263155,1
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),138,"Tyler, The Creator",https://open.spotify.com/track/5B0kgjHULYJhAQkK5XsMoC,MOVE_DOWN,"256,329","-4,356",90,90,1,127,11,-1,150,246446,1
Sky,160,Playboi Carti,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ,MOVE_UP,"237,587","13,218",33,4,63,175,-15,1,155,244187,1
The Less I Know The Better,177,Tame Impala,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,MOVE_DOWN,"224,521",-792,707,4,103,170,7,-1,169,234738,1
Just for me,183,PinkPantheress,https://open.spotify.com/track/6OTKVgVpVaVjhRLYizPJKA,MOVE_DOWN,"221,415","-3,332",41,41,55,173,10,-1,200,217670,1
Need To Know,11,Doja Cat,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi,SAME_POSITION,"841,030","7,328",91,91,3,11,0,0,12,885482,1
No Friends In The Industry,30,Drake,https://open.spotify.com/track/2tUL6dZf1mywCj5WvCPZw6,MOVE_UP,"507,968","-1,854",21,21,8,33,-3,1,35,506897,1
REPEAT IT (with Gunna),70,Lil Tecca,https://open.spotify.com/track/4s6vwFgPdCtidpEw8KuQT6,MOVE_UP,"331,340","3,573",28,28,28,72,-2,1,108,310864,1
Motley Crew,78,Post Malone,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed,MOVE_UP,"321,524","6,337",77,77,3,86,-8,1,93,325751,1
The Spins,89,Mac Miller,https://open.spotify.com/track/51pshtuYkgUQnt5huMPbKL,MOVE_UP,"307,932","6,626",212,212,84,96,-7,1,95,324858,1
love nwantiti (ah ah ah),103,CKay,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g,MOVE_UP,"294,588","7,115",6,6,103,109,-6,1,72,352707,1
Money Trees,140,"Kendrick Lamar, Jay Rock",https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,SAME_POSITION,"258,512","4,944",274,40,84,140,0,0,151,267082,1
7am On Bridle Path,159,Drake,https://open.spotify.com/track/42m3eP1JJhtzffal9B136J,MOVE_DOWN,"240,898","-2,052",21,21,12,153,6,-1,197,236341,1
Tyler Herro,177,Jack Harlow,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ,MOVE_UP,"229,172","6,179",208,4,25,179,-2,1,198,235896,1
Like I Can,195,Sam Smith,https://open.spotify.com/track/0mJBiaODgK0XjOLCN5fItq,MOVE_DOWN,"220,032","-1,296",29,5,106,184,11,-1,201,100000,0
Need To Know,12,Doja Cat,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi,MOVE_DOWN,"885,482","44,452",92,92,3,11,1,-1,10,865457,1
Woman,15,Doja Cat,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,SAME_POSITION,"806,108","53,310",92,92,12,15,0,0,13,802353,1
DOLLA SIGN SLIME (feat. Megan Thee Stallion),47,Lil Nas X,https://open.spotify.com/track/7zQirOExB0VR8yWUOqYeio,MOVE_DOWN,"435,692","-36,788",8,8,9,35,12,-1,54,376793,1
Save Your Tears (with Ariana Grande) (Remix),57,The Weeknd,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy,MOVE_DOWN,"390,238","13,573",155,155,2,52,5,-1,51,380161,1
my ex's best friend (with blackbear),79,Machine Gun Kelly,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,MOVE_DOWN,"341,893","9,939",364,273,9,69,10,-1,71,315337,1
Tell Em,81,"Cochise, $NOT",https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8,MOVE_DOWN,"340,306","7,684",120,120,26,68,13,-1,64,331061,1
Good Days,92,SZA,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A,MOVE_DOWN,"325,775","1,780",274,274,1,76,16,-1,95,296781,1
Come & Go (with Marshmello),118,Juice WRLD,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,MOVE_DOWN,"295,706","7,129",414,414,5,107,11,-1,92,297639,1
Sincerely,122,YoungBoy Never Broke Again,https://open.spotify.com/track/1qrl6aZgqOkH2ciQCupKDL,NEW_ENTRY,"293,599","193,599",1,1,122,201,-79,1,201,100000,0
Collard Greens,139,"ScHoolboy Q, Kendrick Lamar",https://open.spotify.com/track/0zO8ctW0UiuOefR87OeJOZ,MOVE_DOWN,"277,996","11,090",42,42,90,127,12,-1,137,253168,1
Wishing Well,156,Juice WRLD,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,MOVE_DOWN,"263,610","3,874",414,414,3,138,18,-1,129,259388,1
Knife Talk (with 21 Savage ft. Project Pat),4,Drake,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6,SAME_POSITION,"1,300,535","-95,541",23,23,2,4,0,0,4,1104161,1
Ain't Shit,38,Doja Cat,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm,MOVE_UP,"440,228","-19,635",93,93,4,43,-5,1,37,395946,1
telepatía,101,Kali Uchis,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,MOVE_UP,"293,431","-20,651",222,222,3,104,-3,1,95,262714,1
happier,114,Olivia Rodrigo,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl,MOVE_DOWN,"278,129","-26,257",128,128,5,110,4,-1,94,263157,1
Way 2 Sexy (with Future & Young Thug),2,Drake,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG,SAME_POSITION,"1,311,053","-252,114",24,24,1,2,0,0,2,1308782,1
No Where,63,YoungBoy Never Broke Again,https://open.spotify.com/track/1lfYsrLHXzo3s7NpHb1fIS,MOVE_DOWN,"306,625","-91,713",3,3,31,48,15,-1,62,323531,1
Circles,75,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,MOVE_UP,"277,122","-27,407",741,275,1,81,-6,1,63,319392,1
DEAD RIGHT NOW,102,Lil Nas X,https://open.spotify.com/track/3grVoZ10bm2jUGpo7BxpuF,MOVE_DOWN,"255,565","-47,144",10,10,11,83,19,-1,115,258198,1
IMY2 (with Kid Cudi),148,Drake,https://open.spotify.com/track/7F9cT6hIRhnFCYP6GKS0tf,MOVE_DOWN,"221,014","-39,994",24,24,14,126,22,-1,133,244931,1
WITHOUT YOU,159,The Kid LAROI,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,MOVE_UP,"212,809","-22,874",318,302,6,165,-6,1,158,225233,1
Drip Too Hard (Lil Baby & Gunna),183,Lil Baby,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,MOVE_DOWN,"198,721","-25,636",1021,6,1,182,1,-1,186,210384,1
Just for me,198,PinkPantheress,https://open.spotify.com/track/6OTKVgVpVaVjhRLYizPJKA,NEW_ENTRY,"193,014","93,014",43,1,55,201,-3,1,201,100000,0
Bad Habits,22,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,MOVE_DOWN,"598,385","16,358",95,95,7,19,3,-1,21,595553,1
Have Mercy,42,Chlöe,https://open.spotify.com/track/5SixeLvPsYpk7qq9lo5xYg,MOVE_DOWN,"405,674","16,631",18,18,36,40,2,-1,44,396659,1
Heartbreak Anniversary,67,Giveon,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp,MOVE_UP,"309,625","29,467",234,234,8,74,-7,1,65,312937,1
In The Bible (with Lil Durk & Giveon),84,Drake,https://open.spotify.com/track/61S79KIVA4I9FXbnsylEHT,MOVE_UP,"289,632","19,047",25,25,6,87,-3,1,89,285517,1
Cigarette Daydreams,112,Cage The Elephant,https://open.spotify.com/track/0lkQOB949M2gLyut86aJ1b,MOVE_UP,"259,771","27,217",168,107,108,131,-19,1,116,259352,1
Collard Greens,127,"ScHoolboy Q, Kendrick Lamar",https://open.spotify.com/track/0zO8ctW0UiuOefR87OeJOZ,MOVE_UP,"247,431","18,075",45,45,90,135,-8,1,126,247647,1
Astronaut In The Ocean,146,Masked Wolf,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC,MOVE_DOWN,"235,283","-5,099",17,17,98,114,32,-1,140,239833,1
good 4 u,7,Olivia Rodrigo,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,SAME_POSITION,"824,719","-4,437",131,131,1,7,0,0,7,828831,1
No Friends In The Industry,39,Drake,https://open.spotify.com/track/2tUL6dZf1mywCj5WvCPZw6,MOVE_DOWN,"420,555","2,117",26,26,8,37,2,-1,39,419191,1
You Right,64,"Doja Cat, The Weeknd",https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez,MOVE_UP,"313,025","1,186",96,96,4,65,-1,1,64,316257,1
Circles,66,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,MOVE_DOWN,"311,111","-8,281",743,277,1,63,3,-1,67,313131,1
Pain,79,PinkPantheress,https://open.spotify.com/track/7CIERzyqIwLVKGp00YbHRO,MOVE_DOWN,"297,997","-4,045",89,89,41,76,3,-1,79,301058,1
The Night We Met,189,Lord Huron,https://open.spotify.com/track/3hRV0jL3vUpRrcy398teAU,MOVE_DOWN,"211,346",-831,15,2,164,181,8,-1,195,210627,1
24 (feat. Lil Baby),193,Money Man,https://open.spotify.com/track/0xUvi7wldroBzaZCengPa5,NEW_ENTRY,"210,436","110,436",112,1,22,201,-8,1,177,221128,1
Butter,195,BTS,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN,MOVE_DOWN,"209,542","1,413",103,5,16,192,3,-1,201,100000,0
Girls Want Girls (with Lil Baby),15,Drake,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3,MOVE_UP,"669,088","-6,013",27,27,1,16,-1,1,16,664424,1
In The Bible (with Lil Durk & Giveon),93,Drake,https://open.spotify.com/track/61S79KIVA4I9FXbnsylEHT,MOVE_DOWN,"283,318","-2,199",27,27,6,89,4,-1,99,278455,1
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),101,DJ Khaled,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz,MOVE_UP,"275,494","2,072",153,153,18,102,-1,1,105,275111,1
DEAD RIGHT NOW,152,Lil Nas X,https://open.spotify.com/track/3grVoZ10bm2jUGpo7BxpuF,MOVE_DOWN,"228,154","-16,715",13,13,11,135,17,-1,192,214835,1
Pursuit Of Happiness (Nightmare),157,"Kid Cudi, MGMT, Ratatat",https://open.spotify.com/track/4kTLpAbhuEGHAAdDjOIWaa,MOVE_UP,"227,080","2,851",27,18,127,163,-6,1,163,229585,1
Whiskey Glasses,162,Morgan Wallen,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00,MOVE_UP,"225,736","5,255",901,278,53,172,-10,1,162,229772,1
The Hills,187,The Weeknd,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB,MOVE_DOWN,"216,174","2,625",208,5,7,182,5,-1,183,218092,1
Tennessee Whiskey,196,Chris Stapleton,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx,NEW_ENTRY,"210,313","110,313",270,1,56,201,-5,1,189,216970,1
Girls Want Girls (with Lil Baby),16,Drake,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3,MOVE_DOWN,"664,424","-4,664",28,28,1,15,1,-1,15,674118,1
Hurricane,18,Kanye West,https://open.spotify.com/track/0RbW8kWozrVSIGb4V13o0o,MOVE_DOWN,"648,100","-10,250",33,33,1,17,1,-1,20,649100,1
Levitating (feat. DaBaby),28,Dua Lipa,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,SAME_POSITION,"511,705","4,829",328,279,3,28,0,0,30,555473,1
drivers license,51,Olivia Rodrigo,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH,MOVE_DOWN,"377,491",912,133,133,5,48,3,-1,56,388081,1
Rich MF (feat. Polo G & Lil Durk),76,Trippie Redd,https://open.spotify.com/track/6cUHiQEECDl5m3WFGQ1GCR,MOVE_DOWN,"310,649","-1,833",24,24,63,69,7,-1,79,315016,1
20 Min,86,Lil Uzi Vert,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,MOVE_DOWN,"295,929","1,519",576,279,83,84,2,-1,93,302852,1
For Tonight,136,Giveon,https://open.spotify.com/track/61Emqg95O9zo1GNOcyxq4Y,MOVE_UP,"245,930","26,621",7,7,65,178,-42,1,195,228560,1
MIDDLE CHILD,154,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,MOVE_DOWN,"233,590","1,475",918,4,1,150,4,-1,160,241506,1
Tennessee Whiskey,189,Chris Stapleton,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx,MOVE_UP,"216,970","6,657",271,2,56,196,-7,1,185,232533,1
Fuck Love (feat. Trippie Redd),195,XXXTENTACION,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,MOVE_DOWN,"213,732","-2,948",1247,3,5,182,13,-1,201,100000,0
Take My Breath,62,The Weeknd,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u,MOVE_DOWN,"343,668","15,095",47,47,12,59,3,-1,60,332419,1
Martin & Gina,83,Polo G,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,MOVE_DOWN,"310,454","7,555",426,280,21,80,3,-1,86,287398,1
Pain,91,PinkPantheress,https://open.spotify.com/track/7CIERzyqIwLVKGp00YbHRO,MOVE_DOWN,"303,025","6,893",92,92,41,85,6,-1,92,284144,1
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),104,DJ Khaled,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz,MOVE_UP,"288,251","13,140",155,155,18,105,-1,1,108,265044,1
In The Bible (with Lil Durk & Giveon),120,Drake,https://open.spotify.com/track/61S79KIVA4I9FXbnsylEHT,MOVE_DOWN,"275,090","-3,365",29,29,6,99,21,-1,118,252778,1
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),143,"Tyler, The Creator",https://open.spotify.com/track/5B0kgjHULYJhAQkK5XsMoC,MOVE_DOWN,"250,810",-75,99,99,1,129,14,-1,181,215510,1
Jail,164,Kanye West,https://open.spotify.com/track/42ZrMq4BKsWDrrbMnMRYaK,MOVE_DOWN,"239,910","1,819",34,34,1,149,15,-1,173,218211,1
Laugh Now Cry Later (feat. Lil Durk),166,Drake,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,MOVE_DOWN,"239,119","8,852",414,414,2,160,6,-1,150,231738,1
On My Soul,173,Meek Mill,https://open.spotify.com/track/1cHFHTOMDb3zHcDwumFSCw,NEW_ENTRY,"237,046","137,046",1,1,173,201,-28,1,201,100000,0
IMY2 (with Kid Cudi),181,Drake,https://open.spotify.com/track/7F9cT6hIRhnFCYP6GKS0tf,MOVE_DOWN,"233,700","-3,101",29,29,14,153,28,-1,197,209522,1
The Less I Know The Better,193,Tame Impala,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,MOVE_DOWN,"228,634","3,449",716,13,103,171,22,-1,198,209298,1
Happier Than Ever,22,Billie Eilish,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8,MOVE_DOWN,"572,266","-74,398",65,65,3,21,1,-1,17,555245,1
Jugaste y Sufrí,31,"Eslabon Armado, DannyLux",https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4,MOVE_UP,"479,923","22,685",45,45,31,40,-9,1,27,474557,1
Champagne Poetry,41,Drake,https://open.spotify.com/track/2HSmyk2qMN8WQjuGhaQgCk,SAME_POSITION,"414,514","-39,752",30,30,2,41,0,0,41,364533,1
deja vu,42,Olivia Rodrigo,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr,MOVE_UP,"414,002","-30,122",135,135,2,43,-1,1,36,387763,1
Tell Em,64,"Cochise, $NOT",https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8,MOVE_UP,"323,321","-7,200",128,128,26,69,-5,1,58,300605,1
Circles,67,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,MOVE_UP,"306,259","-11,444",747,281,1,76,-9,1,74,270959,1
SUVs (Black on Black),115,"Jack Harlow, Pooh Shiesty",https://open.spotify.com/track/1MIGkQxcdAt2lDx6ySpsc5,MOVE_UP,"253,869","-19,816",61,61,19,121,-6,1,135,216166,1
Collard Greens,143,"ScHoolboy Q, Kendrick Lamar",https://open.spotify.com/track/0zO8ctW0UiuOefR87OeJOZ,MOVE_DOWN,"234,087","-20,237",50,50,90,139,4,-1,134,216603,1
Money Trees,155,"Kendrick Lamar, Jay Rock",https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,MOVE_DOWN,"227,853","-26,474",283,49,84,138,17,-1,148,206060,1
Back In Blood (feat. Lil Durk),200,Pooh Shiesty,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d,NEW_ENTRY,"207,169","107,169",217,1,9,201,-1,1,201,100000,0
Circles,74,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,MOVE_DOWN,"270,959","-35,300",748,282,1,67,7,-1,76,289672,1
Loverboy,88,A-Wall,https://open.spotify.com/track/0qXP5fMhxGzxALOkXYUxfP,MOVE_UP,"260,002","-12,768",37,37,61,102,-14,1,84,280397,1
Daddy Issues,102,The Neighbourhood,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,MOVE_UP,"245,166","-1,492",382,282,50,124,-22,1,89,278555,1
Space Song,104,Beach House,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow,MOVE_UP,"243,795","-4,055",109,85,92,122,-18,1,92,275884,1
Jocelyn Flores,116,XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,MOVE_UP,"233,669","-6,125",1482,23,2,135,-19,1,118,246585,1
Classic,130,MKTO,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg,MOVE_UP,"220,891","-17,647",20,6,130,137,-7,1,132,237733,1
"...And to Those I Love, Thanks for Sticking Around",35,$uicideboy$,https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm,MOVE_UP,"436,790","49,320",56,28,35,37,-2,1,36,441747,1
Too Easy,43,"Gunna, Future",https://open.spotify.com/track/4eL3XeuGaEoVT8ttDh3hwY,MOVE_UP,"388,634","41,230",11,11,19,45,-2,1,47,379332,1
Circles,76,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,MOVE_DOWN,"289,672","18,713",749,283,1,74,2,-1,72,294988,1
telepatía,77,Kali Uchis,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,MOVE_DOWN,"287,917","16,973",231,231,3,75,2,-1,85,282785,1
Motley Crew,109,Post Malone,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed,MOVE_UP,"252,543","22,431",88,88,3,118,-9,1,104,265265,1
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",134,Jack Harlow,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2,MOVE_DOWN,"234,837","9,774",297,283,29,124,10,-1,138,238417,1
Astronaut In The Ocean,144,Masked Wolf,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC,MOVE_DOWN,"226,614","-2,009",24,24,98,121,23,-1,142,234545,1
Pursuit Of Happiness (Nightmare),159,"Kid Cudi, MGMT, Ratatat",https://open.spotify.com/track/4kTLpAbhuEGHAAdDjOIWaa,MOVE_UP,"216,047","16,981",32,23,127,164,-5,1,161,218948,1
Heartless,185,Kanye West,https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5,MOVE_UP,"206,639","19,149",52,2,107,199,-14,1,185,209139,1
Poke It Out (feat. J. Cole),192,"Wale, Cool & Dre",https://open.spotify.com/track/1IeCWMwZs4rCmwPOjZYWN7,MOVE_DOWN,"203,029","8,498",4,4,34,178,14,-1,201,100000,0
Ric Flair Drip (& Metro Boomin),195,Offset,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,MOVE_DOWN,"201,571","10,808",895,14,4,189,6,-1,187,208443,1
Dark Red,21,Steve Lacy,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk,MOVE_UP,"517,102","-21,761",64,64,21,22,-1,1,23,517051,1
Wants and Needs (feat. Lil Baby),40,Drake,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b,MOVE_UP,"408,440","9,124",215,215,2,41,-1,1,40,412799,1
20 Min,80,Lil Uzi Vert,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,SAME_POSITION,"289,485","4,585",581,284,80,80,0,0,78,292191,1
Wait a Minute!,107,WILLOW,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh,MOVE_DOWN,"263,468","1,863",153,52,101,101,6,-1,109,263438,1
Someone You Loved,141,Lewis Capaldi,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,MOVE_DOWN,"235,393","1,769",869,24,5,136,5,-1,141,239479,1
Before You Go,163,Lewis Capaldi,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,MOVE_DOWN,"218,598","1,211",638,2,39,156,7,-1,163,220765,1
Way 2 Sexy (with Future & Young Thug),4,Drake,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG,SAME_POSITION,"1,094,703","-6,311",34,34,1,4,0,0,4,1103224,1
deja vu,41,Olivia Rodrigo,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr,MOVE_DOWN,"409,439",667,139,139,2,39,2,-1,40,413746,1
Electric Love,115,BØRNS,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,MOVE_DOWN,"255,197","1,482",461,285,39,114,1,-1,117,255821,1
p r i d e . i s . t h e . d e v i l (with Lil Baby),148,J. Cole,https://open.spotify.com/track/5W8jRrZ6tWrTrqnKRtIQBf,MOVE_DOWN,"230,569","1,247",146,146,2,146,2,-1,145,234815,1
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),154,"Tyler, The Creator",https://open.spotify.com/track/5B0kgjHULYJhAQkK5XsMoC,MOVE_UP,"227,057","4,766",104,104,1,158,-4,1,155,227974,1
